,FGM,FGA,FTM,FTA,3PTM,PTS,REB,AST,ST,BLK,TO
Jarred Vanderbilt,1.1,3.1,0.2,0.4,0.1,2.5,4.1,0.9,0.6,0.2,0.6
Christian Wood,2.6,5.4,1.3,2.0,0.8,7.4,5.6,1.0,0.2,0.7,1.2
Taurean Prince,3.5,8.2,0.6,0.9,2.2,9.9,2.9,1.8,1.0,0.5,0.9
Jaxson Hayes,1.2,1.9,0.5,0.9,0.0,2.9,1.8,0.3,0.2,0.3,0.5
Max Christie,1.9,4.7,0.5,0.7,0.7,5.0,3.0,1.0,0.4,0.3,0.8
Xavier Tillman Sr.,2.3,5.8,0.4,1.0,0.4,5.4,4.6,1.4,1.0,0.9,0.8
John Konchar,1.1,3.1,0.3,0.4,0.6,3.2,3.9,1.3,0.7,0.7,0.4
Ziaire Williams,2.8,6.9,1.0,1.2,1.1,7.8,3.5,1.3,0.5,0.3,1.2
David Roddy,2.8,6.9,0.9,1.3,0.9,7.4,3.6,1.2,0.5,0.3,0.9
Luke Kennard,2.8,6.8,0.8,0.8,2.2,8.6,3.1,2.3,0.5,0.1,0.6
Santi Aldama,3.9,9.0,1.0,1.6,1.6,10.4,5.5,1.7,0.7,0.7,1.1
Bismack Biyombo,2.2,4.0,0.7,1.5,0.0,5.2,6.4,1.7,0.3,1.1,1.3
Jacob Gilyard,1.3,3.0,0.0,0.0,1.2,3.8,1.0,3.0,0.6,0.1,0.6
Josh Richardson,3.6,8.1,1.4,1.5,1.5,10.0,2.8,3.0,0.6,0.3,1.0
Thomas Bryant,2.0,3.6,0.8,1.0,0.0,4.8,3.6,0.6,0.3,0.2,0.8
Orlando Robinson,2.1,3.9,0.7,1.1,0.5,5.3,3.9,1.6,0.3,0.5,0.9
Haywood Highsmith,2.3,5.5,0.6,0.8,1.2,6.4,3.0,1.4,1.0,0.6,0.8
Jamal Cain,2.1,4.7,1.0,1.4,0.6,5.7,2.1,0.2,0.6,0.3,0.3
Nikola Jovic,2.3,4.7,0.8,1.4,1.3,6.6,4.8,2.4,0.5,0.4,0.8
Cameron Payne,2.1,4.6,0.9,1.0,1.1,6.1,1.1,2.4,0.4,0.1,0.8
MarJon Beauchamp,2.0,4.1,0.4,0.6,0.8,5.2,2.5,0.8,0.3,0.2,0.7
Pat Connaughton,2.0,4.6,0.4,0.5,1.2,5.5,3.5,1.8,0.5,0.2,0.6
AJ Green,1.1,2.3,0.0,0.0,0.9,3.1,0.7,0.6,0.0,0.0,0.0
Andre Jackson Jr.,1.0,1.9,0.2,0.2,0.4,2.5,1.7,0.9,0.3,0.1,0.5
Nickeil Alexander-Walker,2.4,5.7,0.4,0.6,1.4,6.6,1.8,2.4,0.9,0.6,0.9
Jordan McLaughlin,0.9,2.2,0.2,0.2,0.5,2.4,0.8,1.6,0.7,0.2,0.1
Kyle Anderson,2.6,5.6,1.4,2.1,0.1,6.8,3.7,3.9,0.8,0.7,1.5
Troy Brown Jr.,1.5,3.4,0.6,0.7,0.9,4.5,2.1,0.9,0.2,0.1,0.5
Shake Milton,1.7,4.3,1.2,1.4,0.4,5.0,1.4,1.3,0.5,0.1,0.8
Jordan Hawkins,3.4,8.8,1.4,1.7,2.1,10.4,2.8,1.4,0.3,0.1,0.7
Jeremiah Robinson-Earl,1.6,2.9,0.4,0.4,0.5,4.1,2.6,0.6,0.2,0.2,0.5
Dyson Daniels,2.3,5.4,0.8,1.2,0.7,6.2,3.8,2.7,1.4,0.3,0.9
Naji Marshall,2.8,6.0,1.6,1.9,1.0,8.1,3.9,2.2,0.7,0.2,1.1
Jose Alvarado,2.5,6.0,0.7,1.1,1.3,6.9,2.4,1.9,1.0,0.5,0.9
Quentin Grimes,2.4,6.1,0.3,0.4,1.8,7.0,1.7,1.1,0.7,0.1,0.5
Precious Achiuwa,2.8,6.2,0.8,1.4,0.5,6.9,5.1,1.5,0.6,0.5,1.0
Josh Hart,2.9,6.5,0.7,0.8,0.9,7.4,6.3,2.8,0.8,0.2,1.2
Malachi Flynn,1.6,4.1,0.6,0.7,0.8,4.7,1.9,2.1,0.5,0.2,1.0
Miles McBride,1.2,2.6,0.2,0.2,0.8,3.2,0.4,0.8,0.3,0.0,0.1
Luguentz Dort,3.7,8.1,1.8,2.3,1.8,11.1,4.0,1.4,0.9,0.8,0.9
Cason Wallace,2.7,5.1,0.4,0.5,1.1,6.9,2.1,1.5,0.6,0.5,0.5
Isaiah Joe,3.2,6.9,0.8,0.9,2.2,9.4,2.2,1.1,0.6,0.3,0.6
Davis Bertans,0.8,2.0,1.2,1.2,0.8,3.4,0.8,0.7,0.2,0.2,0.1
Kenrich Williams,1.8,3.8,0.1,0.4,0.8,4.6,2.8,1.7,0.6,0.1,0.4
Aaron Wiggins,2.0,3.4,0.6,0.8,0.5,5.1,2.3,0.8,0.4,0.1,0.5
Jaylin Williams,1.2,3.0,0.5,0.5,0.7,3.5,3.1,1.4,0.3,0.2,0.3
Ousmane Dieng,1.5,3.3,0.6,0.7,0.8,4.3,1.6,0.9,0.1,0.0,0.3
Vasilije Micic,1.2,3.3,0.2,0.4,0.4,3.0,0.7,3.1,0.4,0.2,0.8
Anthony Black,1.9,4.0,0.6,1.0,0.5,5.0,2.5,1.8,0.7,0.4,1.1
Caleb Houstan,1.6,3.8,0.5,0.6,1.4,5.0,1.8,0.6,0.3,0.0,0.3
Patrick Beverley,1.8,4.1,0.9,1.1,0.7,5.2,2.8,2.3,0.5,0.3,0.7
Mo Bamba,1.5,2.8,0.6,0.8,0.3,4.0,3.0,0.6,0.4,0.7,0.6
Nicolas Batum,1.9,3.8,0.4,0.6,1.2,5.4,3.6,2.2,0.6,0.8,0.6
Marcus Morris Sr.,2.3,5.1,0.8,1.0,1.0,6.5,2.7,0.8,0.4,0.4,0.4
Jaden Springer,1.1,3.2,0.6,0.8,0.2,3.0,1.4,1.0,0.6,0.4,0.8
KJ Martin,0.8,1.7,0.2,0.4,0.0,1.8,0.8,0.5,0.4,0.0,0.2
Danuel House Jr.,1.1,2.7,0.6,0.9,0.5,3.4,1.3,0.8,0.3,0.0,0.6
Furkan Korkmaz,0.7,1.8,0.3,0.4,0.2,1.9,0.5,0.5,0.5,0.0,0.3
Drew Eubanks,2.3,3.9,1.2,1.5,0.1,5.8,4.3,0.9,0.3,0.9,1.1
Eric Gordon,5.0,10.8,0.8,1.1,2.7,13.5,2.1,2.4,0.9,0.5,1.3
Yuta Watanabe,1.3,3.8,0.4,0.6,1.0,4.0,1.8,0.4,0.3,0.3,0.6
Keita Bates-Diop,1.7,4.3,0.9,1.3,0.5,4.8,2.9,0.9,0.7,0.6,0.2
Jordan Goodwin,2.0,5.5,0.7,0.8,0.7,5.5,3.5,2.2,0.6,0.2,0.8
Josh Okogie,1.7,4.3,1.8,2.4,0.5,5.7,2.9,1.4,1.0,0.5,0.7
Chimezie Metu,2.1,4.1,1.1,1.2,0.5,5.8,3.1,0.5,0.6,0.2,0.8
Nassir Little,1.9,4.0,0.7,0.8,0.7,5.2,2.6,0.7,0.4,0.3,0.5
Duop Reath,6.3,13.8,2.2,2.6,2.8,17.7,7.5,2.0,1.1,0.8,1.6
Skylar Mays,5.0,13.1,1.2,1.6,1.3,12.7,3.5,7.1,1.3,0.3,1.7
Toumani Camara,5.3,12.8,1.9,2.8,1.7,14.1,9.9,1.9,2.1,1.0,2.4
Kris Murray,2.4,6.6,0.6,0.8,1.0,6.4,3.8,1.2,1.5,0.3,0.6
Trey Lyles,2.5,5.3,0.9,1.4,1.6,7.5,5.0,1.4,0.1,0.3,0.7
Kevin Huerter,3.6,8.6,0.7,0.9,1.7,9.5,3.6,2.5,0.6,0.3,0.6
JaVale McGee,1.9,3.0,0.7,1.2,0.0,4.6,2.9,0.5,0.2,0.5,1.0
Harrison Barnes,3.7,7.7,1.8,2.3,1.8,10.9,2.9,1.3,0.7,0.2,0.7
Davion Mitchell,1.3,3.6,0.4,0.5,0.5,3.4,0.9,1.8,0.2,0.1,0.5
Chris Duarte,1.4,3.7,0.5,0.7,0.6,3.9,1.8,1.0,0.5,0.1,0.6
Sasha Vezenkov,2.1,4.8,0.2,0.3,1.1,5.4,2.6,0.5,0.5,0.2,0.3
Kessler Edwards,0.6,1.4,0.1,0.1,0.3,1.6,0.7,0.3,0.1,0.1,0.0
Keon Ellis,1.3,3.1,0.4,0.7,1.0,4.1,1.3,1.3,0.5,0.5,0.5
Alex Len,1.2,1.8,0.3,0.8,0.0,2.6,3.6,1.3,0.2,0.6,0.5
Malaki Branham,3.5,8.3,0.6,0.7,1.0,8.7,2.1,2.5,0.4,0.1,1.3
Tre Jones,3.5,7.2,1.2,1.4,0.5,8.7,2.9,4.9,0.8,0.2,1.5
Julian Champagnie,1.7,4.3,0.7,0.9,1.2,5.3,1.9,0.9,0.6,0.6,0.7
Jeremy Sochan,4.2,9.8,1.5,1.9,0.9,10.9,5.5,3.9,0.6,0.3,2.0
Sandro Mamukelashvili,0.9,2.2,0.5,0.6,0.4,2.6,1.8,1.2,0.2,0.2,0.4
Cedi Osman,2.9,6.1,0.8,1.1,1.2,7.6,2.6,1.9,0.5,0.1,0.6
Doug McDermott,2.1,4.6,0.2,0.4,1.7,6.1,1.0,1.3,0.3,0.1,0.5
Dominick Barlow,1.4,3.1,0.4,0.6,0.1,3.4,2.6,0.9,0.4,0.4,0.2
Jalen McDaniels,1.0,3.2,0.3,0.3,0.3,2.6,1.2,0.6,0.3,0.1,0.3
Thaddeus Young,1.6,2.6,0.1,0.3,0.1,3.4,1.6,1.4,0.7,0.1,0.7
Kris Dunn,2.0,4.5,0.4,0.5,0.5,4.9,2.9,4.1,0.9,0.4,1.2
Ochai Agbaji,2.4,5.3,0.3,0.4,1.1,6.1,2.5,1.0,0.6,0.5,0.7
Talen Horton-Tucker,4.1,10.0,1.6,2.0,1.2,11.0,2.5,4.2,1.1,0.4,1.7
Simone Fontecchio,3.2,7.1,0.7,0.9,1.8,8.9,3.2,1.3,0.6,0.4,1.1
Omer Yurtseven,1.6,3.4,0.3,0.5,0.1,3.7,4.4,0.6,0.2,0.5,1.0
Taylor Hendricks,1.8,4.7,0.5,0.7,0.8,4.8,2.3,0.4,0.7,0.6,0.8
