,FGM,FGA,FTM,FTA,3PTM,PTS,REB,AST,ST,BLK,TO
Isaiah Joe,3.1,6.9,0.8,1.0,2.2,9.1,2.2,1.0,0.6,0.4,0.6
Kenrich Williams,1.8,3.8,0.1,0.4,0.9,4.7,2.7,1.7,0.6,0.1,0.3
Aaron Wiggins,1.9,3.2,0.6,0.8,0.5,4.9,2.3,0.8,0.4,0.1,0.5
Jaylin Williams,1.2,3.1,0.5,0.5,0.7,3.5,3.2,1.3,0.3,0.2,0.3
Moritz Wagner,4.4,7.5,1.9,2.4,0.6,11.2,4.6,1.2,0.5,0.3,1.2
Wendell Carter Jr.,2.8,6.7,1.4,2.0,1.0,8.1,6.4,1.8,0.3,0.5,1.2
Cole Anthony,4.8,10.9,3.3,3.9,1.3,14.3,4.5,3.5,0.7,0.4,1.9
Anthony Black,2.0,4.0,0.6,1.0,0.5,5.1,2.5,1.7,0.6,0.4,1.0
Caleb Houstan,1.5,3.5,0.5,0.6,1.3,4.9,1.6,0.6,0.3,0.0,0.3
Gary Harris,2.4,5.7,0.9,1.1,1.3,7.1,1.7,1.9,0.9,0.2,0.5
Drew Eubanks,2.4,4.0,1.2,1.6,0.1,6.0,4.3,1.0,0.3,0.9,1.1
Eric Gordon,5.1,10.9,0.7,1.0,2.7,13.6,2.1,2.4,1.0,0.6,1.3
Yuta Watanabe,1.3,3.9,0.4,0.6,1.0,4.1,1.8,0.4,0.3,0.3,0.6
Jordan Goodwin,2.0,5.5,0.7,0.8,0.7,5.5,3.6,2.3,0.6,0.2,0.8
Josh Okogie,1.7,4.3,1.9,2.5,0.5,5.7,3.0,1.4,0.9,0.5,0.7
Chimezie Metu,2.2,4.3,1.0,1.2,0.5,5.9,3.1,0.5,0.6,0.2,0.8
Jabari Walker,2.9,5.9,1.8,2.3,0.5,8.0,5.5,0.8,0.7,0.4,0.9
Matisse Thybulle,2.1,4.9,0.3,0.4,1.5,5.9,2.2,1.1,1.6,0.9,0.6
Scoot Henderson,4.5,12.2,2.0,2.6,1.2,12.3,2.9,5.0,0.6,0.3,3.2
Duop Reath,3.2,7.0,1.2,1.3,1.4,8.9,3.7,1.0,0.6,0.4,0.8
Skylar Mays,2.5,6.6,0.6,0.8,0.7,6.3,1.8,3.6,0.7,0.1,0.9
Toumani Camara,2.6,6.5,1.0,1.4,0.9,7.1,4.9,0.9,1.0,0.5,1.2
Kris Murray,1.1,2.9,0.2,0.3,0.5,2.9,1.8,0.6,0.7,0.2,0.3
Trey Lyles,2.6,5.4,0.7,1.1,1.6,7.6,4.9,1.3,0.1,0.4,0.7
Kevin Huerter,3.7,8.7,0.7,0.9,1.8,9.9,3.6,2.5,0.6,0.3,0.6
JaVale McGee,1.9,2.9,0.6,1.1,0.0,4.5,2.8,0.5,0.2,0.6,1.0
Harrison Barnes,3.8,8.0,1.9,2.3,1.8,11.4,3.0,1.3,0.7,0.2,0.7
Chris Duarte,1.4,3.8,0.5,0.7,0.7,4.0,1.8,0.9,0.6,0.1,0.6
Sasha Vezenkov,2.1,4.8,0.2,0.3,1.1,5.4,2.6,0.5,0.5,0.2,0.3
Keon Ellis,1.4,3.2,0.5,0.7,1.0,4.3,1.4,1.4,0.6,0.5,0.5
Gary Trent Jr.,4.2,10.3,0.9,1.3,2.2,11.3,2.3,1.6,0.9,0.1,0.6
Chris Boucher,2.2,4.5,1.4,1.8,0.7,6.6,4.0,0.4,0.3,0.5,0.4
Kris Dunn,2.0,4.7,0.4,0.6,0.5,4.9,2.8,3.8,0.8,0.3,1.2
Ochai Agbaji,2.5,5.5,0.3,0.4,1.1,6.3,2.5,1.0,0.6,0.5,0.8
Keyonte George,3.4,9.3,2.3,2.9,1.7,10.8,3.0,4.5,0.5,0.1,2.1
Talen Horton-Tucker,4.1,10.0,1.6,2.0,1.2,11.0,2.5,4.2,1.1,0.4,1.7
John Collins,5.3,10.8,1.9,2.5,1.3,13.8,7.8,0.9,0.5,0.8,1.5
Simone Fontecchio,3.3,7.2,0.8,1.0,1.9,9.2,3.3,1.3,0.7,0.4,1.1
Omer Yurtseven,1.7,3.5,0.3,0.5,0.1,3.8,4.5,0.6,0.2,0.5,1.0
Taylor Hendricks,1.9,5.0,0.5,0.7,0.9,5.3,2.5,0.5,0.7,0.5,0.7
Delon Wright,1.4,3.9,1.2,1.4,0.4,4.5,2.4,3.5,1.6,0.2,0.7
Bilal Coulibaly,3.2,6.5,1.1,1.7,1.1,8.5,4.2,1.8,0.9,0.7,1.5
Danilo Gallinari,2.2,5.0,1.8,2.2,0.8,7.0,2.9,1.2,0.2,0.1,0.5
Mike Muscala,1.4,3.9,0.7,0.9,0.6,4.1,3.2,1.0,0.2,0.3,0.6
Landry Shamet,2.8,6.2,0.3,0.7,1.3,7.3,1.3,1.4,0.6,0.2,0.6
Corey Kispert,4.1,8.6,1.5,2.0,1.9,11.6,2.1,1.4,0.3,0.2,1.0
Jared Butler,1.6,2.9,0.7,0.9,0.6,4.6,0.6,1.8,0.5,0.1,0.6
Eugene Omoruyi,1.7,2.9,0.8,1.1,0.3,4.5,1.5,0.6,0.5,0.1,0.5
