,FGM,FGA,FTM,FTA,3PTM,PTS,REB,AST,ST,BLK,TO
Seth Curry,1.5,4.1,0.4,0.5,0.9,4.3,1.5,0.8,0.5,0.1,0.4
Grant Williams,2.8,6.8,0.8,1.1,1.7,8.2,3.5,1.7,0.5,0.6,1.0
A.J. Lawson,1.7,3.6,0.6,0.8,0.6,4.6,1.4,0.6,0.5,0.1,0.5
Jaden Hardy,2.9,7.6,0.8,1.1,1.3,7.8,2.2,1.6,0.3,0.1,0.8
Isaiah Stewart,4.0,8.6,1.2,1.7,1.4,10.7,7.0,1.8,0.3,0.6,1.6
Marvin Bagley III,4.1,7.0,1.9,2.3,0.0,10.2,4.5,1.0,0.2,0.5,1.1
Kevin Knox II,3.3,6.8,0.8,0.9,1.3,8.6,2.5,0.8,0.5,0.3,0.7
Alec Burks,3.7,9.2,2.6,2.9,2.2,12.2,2.2,1.4,0.4,0.3,0.7
James Wiseman,2.8,4.0,0.8,1.2,0.0,6.2,4.2,0.6,0.1,0.7,0.9
Killian Hayes,3.0,7.4,0.9,1.3,0.5,7.4,2.9,4.8,1.0,0.5,1.3
Isaiah Livers,1.7,5.0,0.5,0.8,1.0,5.0,2.1,1.1,0.6,0.2,0.7
Stanley Umude,1.3,2.9,1.4,1.5,0.9,5.0,1.9,0.5,0.3,0.3,0.7
Marcus Sasser,2.6,5.5,0.6,0.7,1.0,6.8,1.6,2.6,0.6,0.2,0.8
Ausar Thompson,3.4,7.4,1.2,1.8,0.2,8.2,6.8,2.0,0.9,1.0,1.4
Andrew Wiggins,4.6,10.9,1.8,2.6,0.9,11.9,4.2,1.5,0.3,0.4,1.4
Dario Saric,3.6,7.6,1.7,2.0,1.5,10.5,5.7,2.4,0.6,0.2,1.3
Kevon Looney,2.4,3.8,1.0,1.4,0.0,5.6,7.1,2.4,0.5,0.3,0.7
Trayce Jackson-Davis,2.9,4.3,1.1,1.8,0.0,7.0,4.3,1.0,0.4,0.8,0.8
Brandin Podziemski,3.6,7.9,0.6,1.1,1.3,9.2,5.5,3.3,0.9,0.1,1.2
Jae'Sean Tate,1.9,4.0,0.5,0.8,0.5,4.9,3.6,1.1,0.7,0.2,0.5
Aaron Holiday,2.4,5.5,0.6,0.7,1.2,6.5,1.9,1.6,0.5,0.1,0.7
Dillon Brooks,5.0,10.4,1.8,2.1,1.8,13.7,3.5,1.6,1.0,0.0,1.6
Jeff Green,2.2,4.1,1.9,2.3,0.4,6.6,2.0,0.7,0.1,0.5,0.7
Cam Whitmore,3.6,7.1,1.2,1.9,1.2,9.7,3.1,0.3,0.8,0.1,0.7
Amen Thompson,2.3,5.1,1.2,1.8,0.2,6.0,3.6,1.8,0.9,0.2,1.2
Jalen Smith,3.9,6.3,1.2,1.7,1.1,10.1,5.4,1.1,0.2,0.4,0.9
Jordan Nwora,2.1,4.6,0.5,0.6,0.6,5.2,1.8,1.0,0.3,0.1,0.7
Obi Toppin,4.5,7.6,1.2,1.5,1.4,11.6,4.0,1.5,0.5,0.5,0.7
Bennedict Mathurin,5.1,10.9,3.0,3.6,1.3,14.6,3.8,2.0,0.6,0.2,1.6
Andrew Nembhard,3.4,7.0,0.5,0.7,0.7,8.0,1.8,4.1,0.9,0.0,1.9
Isaiah Jackson,2.9,4.3,1.3,1.9,0.0,7.2,4.3,0.9,0.7,1.3,0.8
Christian Wood,2.7,5.6,1.4,2.0,0.9,7.7,5.7,1.0,0.2,0.7,1.2
Taurean Prince,3.5,8.2,0.6,0.8,2.2,9.8,2.9,1.8,0.9,0.5,0.9
Skylar Mays,2.5,6.3,0.6,0.7,0.7,6.3,1.7,3.4,0.7,0.1,0.8
Jarred Vanderbilt,1.2,3.0,0.3,0.6,0.2,3.0,4.3,1.0,0.8,0.2,0.6
Jaxson Hayes,1.3,1.9,0.5,0.9,0.0,3.0,1.8,0.3,0.2,0.4,0.6
Rui Hachimura,4.6,9.3,1.6,2.1,1.1,11.8,3.6,1.0,0.7,0.3,0.8
Cam Reddish,2.3,5.8,1.1,1.3,0.9,6.5,2.4,1.4,1.2,0.2,0.9
Max Christie,1.9,4.6,0.6,0.8,0.7,5.1,2.9,1.1,0.4,0.3,0.8
Bismack Biyombo,2.2,4.0,0.7,1.5,0.0,5.2,6.4,1.7,0.3,1.1,1.3
John Konchar,1.1,3.1,0.3,0.4,0.6,3.0,3.8,1.3,0.7,0.7,0.4
Santi Aldama,3.9,8.9,1.1,1.7,1.5,10.4,5.5,1.7,0.6,0.7,1.1
David Roddy,3.0,7.3,0.9,1.2,1.0,7.9,3.8,1.3,0.5,0.2,1.0
Jacob Gilyard,1.4,3.4,0.0,0.0,1.2,4.0,1.1,3.3,0.7,0.1,0.6
Ziaire Williams,2.8,7.0,1.1,1.4,1.2,7.9,3.5,1.3,0.5,0.2,1.2
Josh Richardson,3.6,8.2,1.4,1.5,1.5,10.0,2.7,2.8,0.6,0.3,1.0
Thomas Bryant,1.9,3.4,0.8,1.0,0.0,4.6,3.4,0.6,0.3,0.2,0.7
Kyle Lowry,2.9,6.5,1.0,1.2,1.8,8.7,3.6,4.0,1.1,0.4,1.5
Caleb Martin,4.0,9.2,1.3,1.9,1.2,10.5,4.8,2.2,0.8,0.3,1.3
Haywood Highsmith,2.2,5.3,0.6,0.8,1.2,6.2,3.0,1.3,1.0,0.5,0.8
Nikola Jovic,2.1,5.0,0.7,1.2,1.2,6.2,4.7,2.4,0.4,0.4,1.0
Jamal Cain,2.1,4.7,1.0,1.4,0.6,5.7,2.1,0.2,0.6,0.3,0.3
Orlando Robinson,1.9,3.7,0.7,1.0,0.4,5.0,3.7,1.5,0.3,0.4,0.8
Jaime Jaquez Jr.,5.4,10.6,2.1,2.5,1.1,14.0,3.9,2.7,1.1,0.3,1.7
Malik Beasley,4.3,8.7,0.3,0.4,3.0,11.9,4.1,1.4,0.8,0.1,0.7
Jae Crowder,2.8,5.2,0.8,1.3,1.8,8.1,3.9,1.7,0.8,0.3,0.4
Cameron Payne,2.2,4.7,0.9,1.0,1.1,6.3,1.2,2.4,0.4,0.1,0.7
Bobby Portis,5.2,10.2,1.2,1.6,1.1,12.6,6.8,1.0,0.7,0.5,1.0
MarJon Beauchamp,1.9,4.0,0.4,0.6,0.8,5.0,2.5,0.8,0.3,0.2,0.7
Andre Jackson Jr.,1.0,2.0,0.2,0.2,0.4,2.6,2.0,1.0,0.3,0.1,0.5
AJ Green,1.2,2.6,0.2,0.2,1.0,3.4,0.8,0.6,0.0,0.0,0.0
Jaden McDaniels,8.8,17.1,1.2,1.6,2.3,21.0,4.9,2.7,1.7,1.2,2.4
Kyle Anderson,5.2,11.0,2.8,4.1,0.2,13.4,7.2,7.6,1.6,1.3,2.9
Troy Brown Jr.,3.0,6.8,1.2,1.3,1.8,9.0,4.2,2.0,0.5,0.1,1.1
Shake Milton,3.5,8.7,2.2,2.8,0.8,10.1,2.8,2.6,0.9,0.2,1.6
Jordan McLaughlin,1.8,4.4,0.3,0.4,0.9,4.8,1.6,3.7,1.4,0.4,0.4
Naz Reid,9.6,19.0,2.5,3.0,3.8,25.5,9.6,2.2,1.4,1.2,2.6
Nickeil Alexander-Walker,4.7,11.3,0.8,1.2,2.7,12.9,3.5,4.8,1.8,1.2,1.9
Naji Marshall,2.8,6.0,1.5,1.8,0.9,7.9,3.8,2.0,0.7,0.2,1.1
Larry Nance Jr.,2.2,3.9,0.9,1.1,0.5,5.8,5.1,1.2,1.1,0.4,0.9
Jeremiah Robinson-Earl,1.6,3.0,0.4,0.4,0.5,4.0,2.6,0.5,0.4,0.2,0.5
Jose Alvarado,2.6,6.3,0.8,1.2,1.4,7.3,2.3,2.0,1.0,0.4,0.8
Dyson Daniels,2.3,5.3,0.8,1.2,0.7,6.0,3.9,2.8,1.3,0.3,0.9
Jordan Hawkins,3.5,8.7,1.5,1.8,2.1,10.7,2.7,1.4,0.4,0.1,0.8
Trey Murphy III,4.3,9.8,2.2,2.6,2.6,13.4,3.6,2.1,0.8,0.4,0.5
Precious Achiuwa,5.4,11.8,1.6,2.8,0.8,13.3,10.1,2.8,1.1,1.0,2.1
Malachi Flynn,3.3,8.2,1.2,1.6,1.6,9.4,3.7,4.2,1.1,0.3,1.9
Josh Hart,5.6,12.8,1.4,1.7,1.8,14.4,12.4,5.6,1.6,0.4,2.4
Quentin Grimes,4.9,12.0,0.5,0.9,3.6,13.9,3.4,2.2,1.4,0.1,1.0
Miles McBride,3.3,7.0,0.4,0.5,2.0,9.0,1.4,1.9,0.8,0.1,0.5
Isaiah Joe,3.1,6.9,0.7,0.9,2.1,9.0,2.3,1.1,0.6,0.3,0.6
Kenrich Williams,1.8,3.8,0.1,0.4,0.8,4.5,2.8,1.6,0.5,0.1,0.4
Aaron Wiggins,1.9,3.3,0.6,0.8,0.5,4.8,2.2,0.8,0.5,0.1,0.5
Jaylin Williams,1.2,3.1,0.4,0.5,0.7,3.5,3.1,1.4,0.3,0.2,0.4
Cason Wallace,2.6,5.2,0.5,0.6,1.1,6.7,2.2,1.5,0.6,0.5,0.5
Jonathan Isaac,2.2,4.8,1.3,1.7,0.6,6.3,4.3,0.3,0.8,1.2,0.5
Wendell Carter Jr.,3.1,7.0,1.4,2.0,1.0,8.7,6.1,1.7,0.3,0.6,1.1
Moritz Wagner,4.5,7.5,2.1,2.6,0.5,11.5,4.7,1.3,0.5,0.3,1.3
Joe Ingles,1.8,4.2,0.7,0.8,1.1,5.3,2.6,3.5,0.8,0.1,0.9
Goga Bitadze,2.9,4.7,1.3,1.9,0.1,7.1,6.6,1.7,0.7,1.6,0.8
Caleb Houstan,1.7,4.4,0.5,0.7,1.5,5.5,1.8,0.7,0.3,0.0,0.4
Anthony Black,2.0,4.0,0.7,1.2,0.5,5.1,2.5,1.8,0.7,0.4,1.0
Malcolm Brogdon,5.3,12.2,2.1,2.7,2.1,14.7,3.3,5.1,0.7,0.1,1.4
Toumani Camara,2.6,6.4,1.0,1.4,0.8,7.1,4.9,1.0,1.0,0.6,1.2
Scoot Henderson,4.6,12.7,2.2,3.0,1.3,12.7,3.1,5.0,0.7,0.2,3.3
Jabari Walker,3.0,6.1,1.8,2.4,0.5,8.4,5.7,0.9,0.7,0.4,1.0
Kris Murray,1.4,3.7,0.3,0.5,0.6,3.8,1.9,0.7,0.9,0.1,0.4
Sasha Vezenkov,2.0,4.7,0.2,0.3,1.0,5.3,2.6,0.4,0.4,0.2,0.3
JaVale McGee,1.9,3.0,0.8,1.2,0.0,4.5,3.0,0.4,0.2,0.6,1.0
Harrison Barnes,3.7,7.7,1.8,2.2,1.7,10.8,2.8,1.2,0.7,0.2,0.7
Trey Lyles,2.5,5.5,0.8,1.3,1.6,7.5,5.0,1.4,0.1,0.3,0.6
Keon Ellis,1.3,3.1,0.4,0.6,1.0,4.0,1.4,1.3,0.5,0.4,0.6
Chris Duarte,1.3,3.7,0.5,0.7,0.6,3.8,1.9,0.9,0.5,0.1,0.6
Doug McDermott,2.1,4.7,0.3,0.4,1.8,6.4,1.1,1.3,0.3,0.1,0.5
Cedi Osman,2.8,6.0,0.7,1.1,1.2,7.6,2.5,1.8,0.5,0.1,0.6
Sandro Mamukelashvili,0.9,2.3,0.5,0.7,0.3,2.7,2.0,1.1,0.2,0.3,0.3
Jeremy Sochan,4.4,10.0,1.6,2.0,1.0,11.3,5.6,3.9,0.7,0.4,2.0
Malaki Branham,3.6,8.3,0.6,0.6,1.0,8.7,2.0,2.4,0.4,0.1,1.3
Dominick Barlow,1.4,3.3,0.7,1.2,0.1,3.6,3.3,1.1,0.5,0.5,0.2
Julian Champagnie,1.8,4.6,0.8,1.0,1.4,5.8,2.0,1.0,0.6,0.5,0.7
Gary Trent Jr.,8.3,20.2,1.6,2.5,4.3,22.5,4.5,3.3,1.6,0.2,1.2
Chris Boucher,4.3,9.0,2.7,3.6,1.4,12.6,7.7,0.8,0.7,1.0,0.9
Omer Yurtseven,3.2,6.3,0.5,0.8,0.2,7.1,8.6,1.1,0.3,0.8,1.8
John Collins,10.6,21.1,3.6,4.7,2.7,27.5,15.4,1.9,1.2,1.5,3.0
Talen Horton-Tucker,8.2,19.9,3.2,4.1,2.5,22.1,5.1,8.4,2.1,0.7,3.4
Ochai Agbaji,4.6,10.7,0.6,0.8,2.0,11.9,5.3,1.9,1.1,1.1,1.4
Simone Fontecchio,6.3,14.1,1.4,1.8,3.6,17.6,6.4,2.7,1.2,0.8,2.2
Taylor Hendricks,3.5,8.9,0.9,1.2,1.8,9.8,4.5,0.9,1.4,1.1,1.4
Deni Avdija,4.6,9.2,2.1,2.8,1.0,12.3,6.1,4.0,0.9,0.4,1.7
Landry Shamet,2.9,6.3,0.7,1.0,1.3,7.8,1.3,1.3,0.7,0.3,0.7
Mike Muscala,1.4,3.8,0.6,0.8,0.6,4.0,3.1,0.9,0.2,0.3,0.7
Danilo Gallinari,2.2,5.0,1.8,2.2,0.8,7.0,2.9,1.2,0.2,0.1,0.5
Delon Wright,1.6,4.3,1.0,1.3,0.6,4.8,2.2,3.4,1.4,0.2,0.6
Jared Butler,1.6,2.9,0.7,0.9,0.6,4.6,0.6,1.8,0.5,0.1,0.6
Eugene Omoruyi,1.7,2.9,0.8,1.1,0.3,4.5,1.5,0.6,0.5,0.1,0.5
Bilal Coulibaly,3.0,6.4,1.2,1.8,1.0,8.2,4.3,1.8,0.9,0.8,1.4
Corey Kispert,4.1,8.4,1.3,1.8,2.0,11.6,2.1,1.5,0.3,0.2,1.0
