,FGM,FGA,FTM,FTA,3PTM,PTS,REB,AST,ST,BLK,TO
Josh Hart,6.0,13.0,1.2,1.6,2.0,15.0,12.2,5.6,1.8,0.4,2.2
Kelly Oubre Jr.,4.9,10.3,1.6,2.3,1.7,13.0,4.1,0.8,1.2,0.4,0.8
Kevin Huerter,7.8,18.4,1.2,1.6,3.8,20.8,7.4,5.2,1.2,0.6,1.2
Kevin Love,6.2,14.2,3.4,4.4,3.6,19.4,13.2,5.2,0.6,0.4,1.4
Kevon Looney,4.4,7.6,1.8,2.6,0.0,10.6,15.0,5.2,1.2,0.6,1.6
Killian Hayes,6.8,16.2,2.0,3.2,1.4,17.0,5.8,8.4,2.0,1.0,2.4
Kyle Lowry,6.2,13.6,2.2,2.6,4.0,18.6,7.2,8.2,2.2,0.6,2.8
Luguentz Dort,7.4,16.0,3.6,4.4,3.8,22.2,7.8,2.6,1.6,1.6,1.8
Luke Kornet,2.4,3.2,0.7,0.8,0.0,5.6,3.6,0.8,0.4,0.9,0.4
Malik Beasley,8.6,17.4,0.6,0.8,6.0,23.6,8.6,2.8,1.6,0.2,1.2
Malik Monk,9.8,22.0,4.4,5.0,5.2,29.0,5.2,10.4,1.2,1.2,4.4
Marcus Sasser,5.6,11.6,1.2,1.4,2.4,14.8,3.2,4.6,1.2,0.4,1.6
Marvin Bagley III,8.2,14.0,3.8,4.6,0.0,20.4,9.2,2.0,0.4,1.2,2.4
Moses Moody,6.0,12.4,2.6,3.4,2.0,16.4,6.4,1.8,1.4,0.6,1.4
Naz Reid,9.4,18.8,2.6,2.8,3.8,25.2,8.8,2.0,1.4,1.2,2.8
Nicolas Batum,2.0,3.8,0.3,0.5,1.4,5.8,3.6,2.1,0.6,0.6,0.5
Norman Powell,9.4,18.4,4.2,4.8,3.8,26.6,4.6,2.0,1.2,0.8,1.8
Obi Toppin,9.2,15.6,2.4,3.0,2.6,23.0,7.8,2.6,1.0,1.2,1.6
Ochai Agbaji,5.2,11.4,0.6,0.8,2.4,13.2,5.0,2.0,1.2,1.0,1.4
P.J. Washington Jr.,5.0,11.8,1.6,2.1,1.8,13.3,5.4,2.3,0.9,0.8,1.5
Patrick Williams,7.8,16.8,2.6,3.2,2.8,20.8,8.2,3.0,1.8,1.8,2.2
Payton Pritchard,2.7,6.5,0.4,0.6,1.7,7.4,3.2,3.0,0.4,0.1,0.6
Peyton Watson,5.2,10.0,1.6,2.6,1.2,13.2,5.2,2.2,1.0,1.8,1.2
Quentin Grimes,4.4,11.2,0.2,0.6,3.2,12.4,3.0,2.2,1.2,0.0,0.8
Reggie Jackson,9.8,21.0,2.0,2.8,3.0,24.6,4.4,8.8,1.4,0.4,3.0
RJ Barrett,12.6,29.6,8.0,9.8,3.2,36.6,8.8,4.8,0.8,0.6,3.8
Sam Hauser,3.0,6.6,0.3,0.3,2.4,8.6,3.6,1.0,0.5,0.3,0.5
Talen Horton-Tucker,8.2,20.0,3.2,3.8,2.6,22.0,5.2,8.6,2.0,0.8,3.6
Taurean Prince,7.2,16.6,1.2,1.6,4.4,20.2,5.6,3.6,1.8,1.0,2.0
Tre Jones,3.3,7.0,1.1,1.3,0.5,8.2,2.8,4.9,0.8,0.1,1.4
Vince Williams Jr.,3.0,8.6,2.2,2.6,2.2,10.6,10.0,3.2,1.0,1.2,1.6
